league	보루시아_도르트문트	푸스발-분데스리가	2008년 5월_19일에는 <e1>보루시아_도르트문트</e1>의 스포츠_감독으로 임명돼 팀을 <e2>푸스발-분데스리가</e2> 13위에 올려놓았다.
spouse	대한제국_고종	명성황후	<e1>대한제국_고종</e1>과 <e2>명성황후</e2>의 아들이며, 대한제국_고종의 장성한 자녀 중 유일한 적자이다.
spouse	명성황후	대한제국_고종	<e2>대한제국_고종</e2>과 <e1>명성황후</e1>의 아들이며, 대한제국_고종의 장성한 자녀 중 유일한 적자이다.
keyPerson	팔로폰	조지_마틴	시험_음반을 만들어준 사람은 EMI의 <e1>팔로폰</e1>에서 일하는 녹음_기술자 <e2>조지_마틴</e2>이 록_음악 밴드를 찾고 있다는 말을 전해 주었으며, 엡스타인은 조지_마틴을 찾아가 시험_음반을 들려주었다.
country	캐나다_자유당	캐나다	변호사로 지낸 후, <e1>캐나다_자유당</e1> 당수로 1962년 <e2>캐나다</e2> 하원 의원에 선출되었다.
country	도하	카타르	이후 2006년에 아시안_게임 국가대표로 발탁되어 2006년 12월에 <e2>카타르</e2>의 <e1>도하</e1>에서 열린 아시안_게임에 키르기스스탄 국가대표로 참가하여 남자 개인혼영과 계영 종목에 출전했다.
related	러시아인	우크라이나인	크라스노야르스크의 인구 중 대부분이 <e1>러시아인</e1>, <e2>우크라이나인</e2>, 타타르족, 독일인과 벨라루스인이다.
related	러시아인	벨라루스인	크라스노야르스크의 인구 중 대부분이 <e1>러시아인</e1>, 우크라이나인, 타타르족, 독일인과 <e2>벨라루스인</e2>이다.
related	우크라이나인	벨라루스인	크라스노야르스크의 인구 중 대부분이 러시아인, <e1>우크라이나인</e1>, 타타르족, 독일인과 <e2>벨라루스인</e2>이다.
keyPerson	파평_윤씨	윤계종	본관은 <e1>파평_윤씨</e1>으로, 아버지는 찬성사를 지낸 <e2>윤계종</e2>(尹繼宗)이며 어머니는 밀직사를 지낸 민적(閔頔)의 딸 민씨(閔氏)이다.
child	희비_윤씨	고려_충정왕	1348년(1348년) 음력_12월 고려_충목왕(忠穆王)이 후사 없이 사망하면서 <e1>희비_윤씨</e1> 아들 <e2>고려_충정왕</e2>(忠定王)이 즉위하였는데, 이때 희비_윤씨 일족이 정권을 장악하게 되었다.
mother	고려_충정왕	희비_윤씨	1348년(1348년) 음력_12월 고려_충목왕(忠穆王)이 후사 없이 사망하면서 <e2>희비_윤씨</e2> 아들 <e1>고려_충정왕</e1>(忠定王)이 즉위하였는데, 이때 희비_윤씨 일족이 정권을 장악하게 되었다.
servingRailwayLine	김포공항역	서울_지하철_9호선	지하철 연장의 경우 <e1>김포공항역</e1>까지 가는 구간은 단축되지만 <e2>서울_지하철_9호선</e2> 연장의 경우 개화역의 구조상 연장이 어려웠다.
isPartOf	새크라멘토	캘리포니아_주	존_서터(John August Sutter, 1803년 2월_23일 - 1880년 6월_18일)는 캘리포니아_골드_러시를 유발한 장본인으로 지금의 <e2>캘리포니아_주</e2>의 주도 <e1>새크라멘토</e1> 주변에 서터_요새 지은 유명한 캘리포니아_인이다.
region	새크라멘토	캘리포니아_주	존_서터(John August Sutter, 1803년 2월_23일 - 1880년 6월_18일)는 캘리포니아_골드_러시를 유발한 장본인으로 지금의 <e2>캘리포니아_주</e2>의 주도 <e1>새크라멘토</e1> 주변에 서터_요새 지은 유명한 캘리포니아_인이다.
league	FC_바이에른_뮌헨	푸스발-분데스리가	"12월_13일, <e2>푸스발-분데스리가</e2> 전반기 동안 좋은 모습을 보인 그는 <e1>FC_바이에른_뮌헨</e1>만큼 편안한 곳은 없다고 ""FC_바이에른_뮌헨을 떠나면 갈 곳이 없다 ..."
country	나인_인치_네일스	미국	<e1>나인_인치_네일스</e1>()는 1988년 <e2>미국</e2> 오하이오_주의 클리블랜드에서 트렌트_레즈너가 시작한 인더스트리얼_록 솔로 활동이다.
bandMember	나인_인치_네일스	트렌트_레즈너	<e1>나인_인치_네일스</e1>()는 1988년 미국 오하이오_주의 클리블랜드에서 <e2>트렌트_레즈너</e2>가 시작한 인더스트리얼_록 솔로 활동이다.
