part	서울특별시	광진구	어린이대공원()은 대한민국 <e1>서울특별시</e1> <e2>광진구</e2> 능동에 소재한 가족 단위 휴식 공간으로 1973년 5월_5일 어린이날 에 개장하였다.
region	고양시	경기도	고양체육관(高陽體育館)은 대한민국 <e2>경기도</e2> <e1>고양시</e1> 일산서구 대화동_(고양시) 고양종합운동장 에 위치한 다목적 실내경기장이다.
isPartOf	일산서구	경기도	고양체육관(高陽體育館)은 대한민국 <e2>경기도</e2> 고양시 <e1>일산서구</e1> 대화동_(고양시) 고양종합운동장 에 위치한 다목적 실내경기장이다.
isPartOf	일산서구	고양시	고양체육관(高陽體育館)은 대한민국 경기도 <e2>고양시</e2> <e1>일산서구</e1> 대화동_(고양시) 고양종합운동장 에 위치한 다목적 실내경기장이다.
part	서울특별시	서초구	과천우면산도시고속화도로는 경기도 과천시 문원동 상아벌지하차도와 <e1>서울특별시</e1> <e2>서초구</e2> 우면산터널 을 잇는 도시고속화도로이다.
spouse	쇼와_천황	고준_황후	<e1>쇼와_천황</e1> 과 <e2>고준_황후</e2> 의 두 번째 아들이자 여섯번째 자녀로, 현 천황 아키히토 의 동생이다.
child	쇼와_천황	아키히토	<e1>쇼와_천황</e1> 과 고준_황후 의 두 번째 아들이자 여섯번째 자녀로, 현 천황 <e2>아키히토</e2> 의 동생이다.
country	쿠리치바	브라질	아폰수 페나 국제공항(, )은 <e2>브라질</e2> <e1>쿠리치바</e1> 에 있는 국제공항 으로 브라질 의 6대 대통령인 아폰수_페나 의 이름을 붙였다.
keyPerson	버진_그룹	리처드_브랜슨	V2 레코드() 또는 V2 뮤직()은 <e1>버진_그룹</e1> 의 회장 <e2>리처드_브랜슨</e2> 이 버진_레코드 를 EMI에 매각된지 4년 후인 1996년 설립한 레코드 회사이다.
product	소니_모바일_커뮤니케이션스	스마트폰	소니 엑스페리아 SP(Sony Xperia SP)은 <e1>소니_모바일_커뮤니케이션스</e1> 에서 출시한 안드로이드_(운영_체제) <e2>스마트폰</e2> 이다.
part	서울특별시	영등포구	서울영동초등학교는 <e1>서울특별시</e1> <e2>영등포구</e2> 에 있는 공립 초등학교이다.
country	전라남도	대한민국	진도군(珍島郡)은 <e2>대한민국</e2> <e1>전라남도</e1> 서남부 진도_(섬) 와 부속 섬 을 관할하는 군_(행정_구역) 이다.
part	서울특별시	노원구	불암고등학교(佛岩高等學校)는 <e1>서울특별시</e1> <e2>노원구</e2> 중계동에 위치한 공립 고등학교이다.
